Text Type,Institution Type,Rule/Norm/Strategy,Level of Analysis,Attribute_lo,Attribute_hi,Attribute_position,Deontic_lo,Deontic_hi,Deontic_position,aIm_lo,aIm_hi,aIm_position,oBject_lo,oBject_hi,oBject_position,Or Else_lo,Or Else_hi,Or Else_position,Condition_lo,Condition_hi,Condition_position
0.9,1.0,0.5,0.4,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,0.8,1.0,10.0,1.0,1.0,10.0
0.9,1.0,0.5,0.4,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,0.8,1.0,10.0,1.0,1.0,10.0
0.9,1.0,0.5,0.4,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,0.8,1.0,10.0,1.0,1.0,10.0
0.7,0.8,0.5,0.4,0.9,0.9,3.3333333333333335,0.9,0.9,3.3333333333333335,0.9,0.9,3.3333333333333335,0.9,0.9,3.3333333333333335,0.8,1.0,3.3333333333333335,1.0,1.0,3.3333333333333335
0.4,1.0,0.5,0.4,1.0,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667,0.8,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667
0.4,0.7,0.3,0.2,0.7,0.7,10.0,0.7,0.7,10.0,0.8,0.8,8.0,0.8,0.8,10.0,0.8,1.0,10.0,1.0,1.0,10.0
0.4,1.0,0.5,0.4,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,2.5,0.8,1.0,2.5,1.0,1.0,2.5
0.7,0.8,0.5,0.4,0.8,0.8,3.3333333333333335,0.8,0.8,3.3333333333333335,0.8,0.8,3.3333333333333335,0.8,0.8,3.3333333333333335,0.8,1.0,3.3333333333333335,1.0,1.0,3.3333333333333335
0.5,0.7,0.3,0.2,0.8,0.8,2.5,0.8,0.8,2.5,0.8,0.8,2.0,0.8,0.8,2.5,0.8,1.0,2.5,1.0,1.0,2.5
0.6,1.0,0.5,0.4,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,2.5,0.8,1.0,2.5,1.0,1.0,2.5
0.6,0.5,0.3,0.3,0.5,0.5,5.0,0.5,0.5,5.0,0.6,0.6,5.0,0.6,0.6,3.5,0.8,1.0,5.0,1.0,1.0,5.0
0.7,0.7,0.3,0.2,0.7,0.7,1.2857142857142858,0.7,0.7,1.2857142857142858,0.7,0.7,1.1428571428571428,0.7,0.7,1.1428571428571428,0.8,1.0,1.4285714285714286,0.7,0.7,1.4285714285714286
0.7,0.8,0.5,0.4,0.9,0.9,2.5,0.9,0.9,2.5,0.9,0.9,2.5,0.9,0.9,2.5,0.8,1.0,2.5,1.0,1.0,2.5
0.5,1.0,0.5,0.4,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,2.5,0.8,1.0,2.5,1.0,1.0,2.5
0.7,0.8,0.5,0.4,0.9,0.9,3.3333333333333335,0.9,0.9,3.3333333333333335,0.9,0.9,3.3333333333333335,0.9,0.9,3.3333333333333335,0.8,1.0,3.3333333333333335,1.0,1.0,3.3333333333333335
0.5,1.0,0.5,0.4,1.0,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667,0.8,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667
0.5,0.7,0.3,0.2,0.7,0.7,10.0,0.7,0.7,10.0,0.7,0.7,9.0,0.7,0.7,9.0,0.8,1.0,10.0,1.0,1.0,10.0
0.5,1.0,0.5,0.4,1.0,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667,0.8,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667
0.4,0.7,0.3,0.3,0.7,0.7,1.0,0.7,0.7,1.0,0.7,0.7,0.7,0.7,0.7,0.7,0.8,1.0,1.0,0.8,0.8,1.0
0.5,0.9,0.5,0.4,0.9,0.9,1.1111111111111112,0.9,0.9,1.1111111111111112,0.9,0.9,1.1111111111111112,0.9,0.9,1.1111111111111112,0.8,1.0,1.1111111111111112,1.0,1.0,1.1111111111111112
0.4,0.8,0.3,0.2,0.7,0.7,2.5,0.7,0.7,2.5,0.7,0.7,2.25,0.8,0.8,2.5,0.8,1.0,2.5,0.8,0.8,2.0
0.8,0.7,0.4,0.4,0.6,0.6,2.5,0.5,0.6,2.5,0.4,0.4,2.5,0.6,0.6,1.75,0.7,0.9,2.5,0.5,0.5,2.0
